value,count,timestamp,column,id
DRAINAGE SYSTEM NOT IN ACCORDANCE WITH RS-16. IN BACKYARD YARDRAIN WAS INSTALLED IN CEMENT PATIO AND THE PIPING FOR THE DRAIN WAS RAN UNDER THE DIRT INTO 2142 64 STREET YARD CAUSING FLOODING WHEN IT RAINS. REME,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINAGE SYSTEM NOT IN ACCORDANCE WITH RS-16 LENDERLINE FROM ROOF IN  BACK OF HOUSE WAS DISCONNECTED FROM HOUSE SEWER & REROUTED SO WATER DRAINS INTO BACK YARD CAUSING FLOODING TO NEIGHBORS PROPERTY.REMEDY:MODI,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINAGE SYSTEM NOT IN ACCORDANCE WITH RS-16.REAR DOWNSPOUT DISCONNECTED FROM DRAINAGE SYSTEM STORM WATER FLOODING NEIGHBOR.REMEDY:MODIFY DRAINAGE SYSTEM TO CONFORM WITH RS-16,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"DRAINAGE SYSTEM NOT IN ACCORDANCE WITH RS-16. WITNESSED: ALL ROOF LEADERS ON THE BUILDING ARE MISSING, CAUSING BUILDING DETERIORATION AND FLOODING OF NEIGHBORING PROPERTY. REM: INSTALL ROOF LEADERS AND CONNECT",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINAGE SYSTEM NOT IN ACCORDANCE W/ RS-16 HAZARDOUS. INSPECTOR WITNESSED 1-1/2  INCH PVC PIPE COMING OUT OF THE BASEMENT TOWARD THE STREET & SEWAGE IS BEING PUMPED OUT FROM THE BASEMENT TO SIDEWALK & FLOODING,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINAGE SYSTEM NOT IN ACCORDANCE W/RS 16(HAZARDOUS).WATER IS BEING PUMPED FROM BASEMENT THROUGH FLEXIBLE HOSE INTO PARKING AREA CAUSING FLOODING.IN THAT AREA CONSTANTLY & IS UNSAFE TO TENANTS GOING TO PARKING,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINAGE SYSTEM NOT IN ACCORDANCE W/ RS-16. WITNESSED BASEMENT OF THE BAKERY ESTABLISHMENT GETS FLOODED POSSIBLY FROM THE STORM SEWER BACK UP. POSSIBLE HEALTH HAZARD BECAUSE OF STANDING WATER. REMEDY: MODIFY,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
DRAINIAGE SYSTEM NOT IN ACCORDANCE WITH RS 16 SUB SECTION P110.2.DURING CONSTRUCTION OF BN 7416-83 A ROOF DRAIN WAS COVERED WITH A GREEN HOUSR CREATING A FLOODING CONDITIN.CONCURRENTLY 2 LEADERS WERE INSTALLED,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELCTRICAL WORK WITHOUT A PERMIT.OBSERVED IN LOT: THE TEMPORARY ELECTRICAL INSTALLATION OF BRANCH CIRCUIT WIRING,RECEPTACLES,LIGHTING,FLOOD LIGHTS,PANELS,AND ELECTRICAL SPACE HEATERS FOR A SEASONAL SHOPPING RETA",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECT. EXPOSED VALVE ON WATER FEED LINE-GAS PILOT REGULATOR NOT VENTED TO OUTSIDE-OIL PUMP STATION MESSY, COMBUSTIBLE STORAGE AND GARBAGE-BOILER ROOM FLOODED.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL RELAY BOX W/O A COVER-HOT WATER HEATING PUMP LEAKING-FLOOD ON BOILER ROOM FLOOR AT BACK OF BOILERS; CORRECT ALL VIOLATING CONDITIONS, SUBMIT A CERTIFICATE OF CORRECTION.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK BY UNAUTHORIZED PERSON,WORKER IN PROGRESS TO INSTALL  NEW FLOOD LIGHT AT 1ST FLOOR REAR (IAIN BRATHWAITE) BUILDING MANAGER  ON SITE (ISRAEL STEREN) STATED THAT THE OWNER HIRED HIM TO INSTALL FIX",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK WITHOUT A PERMIT. OBSERVED AROUND EXTERIOR PERIMETER OF STORE (DELI. THE INSTALLATION OF 16 FLOODLIGHT LED FIXTURES PRIOR TO OBTAINING A PERMIT. FIXTURES ARE INSTALLED ON FRAME OF AWNING (NOT PE,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK WITHOUT A PERMIT.OBSERVED IN LOT:THE TEMPORARY ELECTRICAL INSTALLATION OF BRANCH CIRCUIT WIRING,RECEPTACLES,LIGHTING,FLOOD LIGHTS,PANELS,AND ELECTRICAL HEATERS FOR A SEASONAL SHOPPING RETAIL SPA",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK WITHOUT A PERMIT.OBSERVED IN LOT:THE TEMPORARY ELECTRICAL INSTALLATION OF BRANCH CIRUIT WIRING RECEPTACLES,LIGHTING,FLOOD L IGHTS,PANELS AND ELECTRICAL SPACE HEATERS FOR A RETAIL SPACE(SEASONAL",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK WITHOUT A PERMIT.OBSERVED IN LOT:THE TEMPORARY INSTALLATION OF BRANCH CIRCUIT WIRING,RCEPTACLES,LIGHTING,FLOOD LIGHTS,PANELSAND ELECTRICAL SPACE HEATERS FOR A SEASONAL SHOPPING RETAIL SPACE HEAT",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK WITHOUT A PERMIT.OBSERVEDON SIDECOURT YARD & ON ROOFS PERIMETER.THE INSTALLATION OF AN AIR CONDITIONER UNIT & LIGHT EMMITING DIODE(LED)FLOOD LIGHTS PRIOR TO OBTAINING AN ELECTRICAL PERMIT. DEPAR,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK WITHOUT A PERMIT.THE ENTIRE ROOF TOP:REPLACING FLOOD LIGHTS ""NOT ON FILE"".THIS IS NOT A FINAL INSPECTION!! REM:OBTAIN PERMIT",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK WITHOUT PERMIT.OBSERVED INLOT:THE TEMPORAY ELECTRICAL INSTALLATION OF BRACH CIRUIT WIRING,RECEPTACLES,LIGHTING,FLOOD LIGHTS,PANELS AND ELECTRICAL SPACE HEATERS FOR A SEASONAL SHOPPING RETAIL SPA",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK WITH PERMIT. OBSERVED AT 1:30PM (2) FLOOD LIGHTS INSTALLED IN FRONT OF BUILDING ALSO (1) EMERGENCY LIGHT IN LOBBY. NO APPLICATION ON FILE FOR NEW ELECTRICAL WORK. REM: OBTAIN PERMIT.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/O A PERMIT.AT ABOVE DATE/PLACE OF OCCURRENCE AT APPROX 6:10PM AN OPERATIONAL FLOOD LIGHT WAS OBSERVED ON THE EXTERIOR ON  THE NORTH SIDE OF THE HOUSE. A FULL STOP WORK ORDER WAS ISSUED ON 27DE,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELECTRICAL WORK W/O A PERMIT,I OBSERVED NEWLY INSTALLED FLOOD LIGHTS,EMT,ELECTRICAL METALLIC TUBING & ARMORED CABLE INSTALLED ON THE EXTERIOR OF T HE BLDG W/O A PERMIT ON FILE AT THE DOB'S COVERING THE ABOVE",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/O PERMIT AT 9:35AM OBSERVED OUTSIDE FIXTURE OF APARTMENT DOORWAY HAD BEEN INSTALLED PRIOR TO OBTAINING PERMIT.ALSO OBSERVED SAID FIXTURE (FLOOD LIGHT) HAD NOT BEEN PROPERLY INSTALLED.RMDY:OBTA,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/O PERMIT.OBSERVED @ 3:15PM 15 FLOOD LIGHTS INSTALLEDON CIRCUMFERENCE OF ROOF @ 1029 BRIGHTON AVE.NO APPLICATION IS ON FILEFOR NEWLY INSTALLED FLOOD LIGHTS ON ROOF.REM:OBTAIN PERMIT,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/O PERMIT OBSERVED @ 4:00PM TEMP WIRING INSTALLED THROUGHOUT TEMP WIRING FEEDING FLOOD LIGHTS THROUGHOUT BLDG NO APP REM:OBTAIN PERMIT.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/O PERMIT. OBSERVED INSTALLED ONE NEW TWO HEADED     FLOOD LIGHT NEW CONDUIT AND NEW LB TO THE LEFT OF THE APT ENTRANCE    DOOR UNDER THE FIRE ESCAPE. RMDY;  OBTAIN PERMIT.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
ELECTRICAL WORK W/OUT A PERMIT. OBSERVED @ 12:25PM 3 FLOOD LIGHTS INSTALLED IN FRONT OF BLDG. NO APPLICATION ON FILE FOR ELECTRICAL WORK OUTDOORS. REM: OBTAIN PERMIT.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"ELEVEATOR LANDING SIGNS MISSING FLR. 4 THEM 9, AND DEFECTIVE ON FLOODS1 THEM 3. STAIR & ELEVATOR I.D. SIGNS MISSING THROUGHOUT BUILDINGS    FAILURE TO PROVIDE ADEQUATE EMERGENCY POWER EXIT DIRECTIONAL SIGNS",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"EXIT DOOR NOT SELF CLOSING. NOTED: AT EXP#4(5TH STREET)EXISTING EMERGENCY EXIT DOORS NOT CLOSING PROPERLY,SHEET METAL DETACHMENT & CORRISION DUE TO FLOODING & MAINTENANCE,ALSO SMOKE DOORS ON DIFFERENT LOCATIONS",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"EXPOSED WIRING AT ELECTRICAL BOX, CONTROL COVER MISSING ON BURNER-LUGS MISSING FROM FRONT TUBE DOOR AND REAR BOILER ACCESS DOOR-BOILER ROOM FLOODED; CORRECT ALL VIOLATING CONDITIONS, SUBMIT A CERTIFICATE ON COR",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"EXTERIOR: BROKEN DEFECTIVE FLOOD LIGHT ABOVE, ROOF'S PARAPET W/THE MISSING GLASS, ENTRY TO BLDG FRONT YARD SETBACK. DETERIORATED CAULKING @ ROOF BULKHEAD DOOR AND BRICK WALL(S) AND ABOVE DOOR BUCK EXIT #5.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
EXTERIOR-COURTYARD FROM CAFETERIA MAIN EXITS IS FLOODED W/ INADEQUATE DRAINAGE.NOTE:WATER IS STAGNATE.REMEDY:PROVIDE ADEQUATE DRAINAGE IN COURTYARD.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILING TO MAINTAIN AT SW COME TO ADJ PROPERTY-IMPROPER GRADING OF    GARDEN/SOIL NO RETAINING WALL OR WEEP HOLES FOR EXCESSIVE WATER FLOW  WHICH CAUSES FLOODING OFADJ PROPERTY.PROPERTY.REMEDY:MAKE ALL,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILING TO MAINTAIN DEFECTS ARE IN BASEMENT 10STEPS WOOD LEADING TO BSMT ARE ROTTED BROIKEN DEFECTIVE2)REAR METER ROOM CEILING COLLAPSED WATER FLOODED FLOORS-ELEC HAZ-DEBREIS THROUGHOUT ROOM.REMEDY:MAKE ALL NEC,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILING TO MAINTAIN--DEFECTS IS FRONT DRAIN LEADER NEXT TO STEPS      CAUSES POOLING FLOODING INTO ADJ PROPERTY, DRAIN DOES NOT LEAD INTO   GROUND OR PROPER PITCH.  REMEDY:  MAKE ALL NECESSARY REPAIRS & MAINTAI",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILLURE TO MAINTAIN BUILDING AND ALL PARTS THEREOF IN A CODE-COMPLIANT MANNER. AT TIME OF INSPECTION, OBSERVED REAR YARD DRAIN CLOGGED & INOPERABLE. OBSERVED EVIDENCE OF FLOODING & NOTED AN INCREASE IN IMPERVI",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL MAINTAIN BLDG IN CODE COMPLIANT MANNER INSTALLATION/MAINTENANCE OF PLUMB MATERIALS/EQUIP PER PL 103.2;27-902.OBSERV IN CELLAR DEFECTIVEHOT WATER HEATER BURNER HAS BEEN COVERED W/WATER DUE WATER/FLOODAGE IN,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL MAINTAIN BLDG IN COMPLIANT MANNER:FAIL COMPLY LAW DRAINAGE SYSTEM.NOTE:OBS ON FRONT OF BLDG GUTTER DISCONNECTED FROM STORM LINE &EXTENDED TO SIDEWALK & COMMUNITY DRIVEWAY CAUSING FLOODING CONDITION.REM:MOD,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILRUE TO MAINTAIN BUILDING IN THAT LEADERS ON SIDE OF HOUSE IS NOT CONNECTED TO DRYWELLS LEADERS ARE DISCHARGING WATER ONTO SIDEWALK AND STREET CAUSING A FLOODING AND ICING CONDITION. REMEDY: MAINTAIN WATER S,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO COMPLY WITH RESTRICTIONS IN FLOOD HAZARD AREAS NOTED FLOOD VENT SEALED AT INTERIOR BY INSTALLING SHEET ROCK AT UPON BASEMENT AT REAROF BASEMENT ALSO ELETRICAL OUTLETS 12' OFF FLOOR PRESENT OCCUPIED AS,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAIL TO MAIN BLDG IN CODE COMPLIANT MANNER NOTE:MAIN FL OF GARAGE HAS BROKEN/SHATTERING CONCRETE W/EXPOSED REBAR AT FL SLAB.LOWER LEVEL REARAREA OF GARAGE IS FLOODED W/PONDING STANDING WATER,5004J AREA.REMEDY:",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN ADEQUATE HOUSEKEEPING PER SECTION REQUIREMENTS NOTED:BROKEN PIPE FLOODING EXCAVATION SITE TO EXCESSIVE WATER LEVEL.NO WATERREMOVAL EQUIPMENT & NO DRAINAGE PROVIDED @ SITE @ TIME OF INSP.REM:MAI,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAIL TO MAINTAIN BLDG. AT BASEMENT LEVEL FLOODED WITH APPROX 2'RAW SEWAGE, BROKEN PIPING. REMEDY: MAINTAIN BLDG/ REPAIR PIPING.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAIL TO MAINTAIN BLDG IN CODE COMPLIANT MANNER. DEFECTS NOTED: EVIDENCE OF SEWAGE WATER, ETAL FLOODED THE BASEMENT FLOOR AT APPROX 2""+ BASEMENT CEILING IMPROPERLY FIRE STOPPED W/MISSING DRYWALLS & EXPOSED CEILI",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN BLDG IN CODE COMPLIANT MANNER. NOTED @REAR OF PROPERTY EXP #3 LEADER DOWN FROM GUTTER IS DRAINING ONTO CONCRETE & FLOODING NEIGHBORS REAR YD AREA. CONCRETE WAS INSTALLED @1625 77 ST & @REAR THE,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN BLDG INTERIOR. DEFECT NOTED: AT CELLAR LEVEL BROKEN  SEWER LINE FLOODING BASEMENT WITH WASTE WATER. REMEDY: REPAIR PIPE.   MAINTAIN BLDG PUMP OUT CELLAR. SANITIZE PREMISES.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN BLDG INTERIOR: DEFECT NOTED: AT CELLAR LEVEL. FLOODING DUE TO MISSING PIPING CAUSING FOUNDATION DAMAGE BASEMENT FULL OF DEBRIS. CEILING PARTIALLY COLLAPSED. MAJOR WATER DAMAGE THRU OUT. REMEDY:,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAIL TO MAINTAIN BLDG WALL(S) OR APPURTENANCES:(EXTERIOR)NOTED OBSERVED NO GUTTERS,LEADERS OR DRAINAGE TO CHANGE WATER COURSE,WATER FLOODINGBSMNT OF ADJACENT PROPERTY 126-16 NORTHERN BLVD UP TO 1'FT OBSERVED SE",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN BLDG WALL(S) OR APPURTENANCES.NOTE:@FRONT INSTALLED A GUTTER & LEADER.LEADER IS OPEN ONTO THE ADJACENT PROPERTY @34-35 31 ST CAUSING FLOODING DUE TO STORM SEWER.LEADER IS NOT PROPERLY CONNECTED,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN BLDG WALL(S) OR APPURTENANCES.NOTE:LEADER @RIGHT SIDE IS OPEN ONTO SIDEWALK ALLOWING FLOODING ADJACENT PREMISES AND NOT CONNECTED TO STORM SEWER SYSTEM.REM:MAINTAIN EXTERIOR BLDG WALL.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN DEFECT IS: IN THAT AT FRONT OF BLDG STORM LEADER IS NOT CONNECTED TO STORM BRAIN CAUSING FLOODING TO ADJACENT BLDG 124 CRYSTAL ST. REMEDY: MAINTAIN WITH CONNECT LEADER TO STORM DRAIN.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN DEFECT IS IN THAT AT SIDE YARD & REAR OF BLDG GUTTERS& LEADERS ARE NOT CONNECTED ONTO ADJACENT PROPERTY CAUSING A FLOODING CONDITION. REMEDY: MAINTAIN WATER CONNECT LEADERS TO STORM DRAIN,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN EXTERIOR WATER RUN OFF POOR SITE DRAINAGE OBSERVED WATER RUN OFF FROM SITE SITE DRAINS TO ADJOURNING SITES 335 BEACH AND 337 BEACH 65TH ST CAUSING CONSIDERABLE FLOODING (HAZARDOUS) CONDTIONS IN,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAIL TO MAINTAIN.OBSERVED:SIDEWALK ACCESS TO BASEMENT STORAGE VAULT IS DEFECTIVE(NO CLOSING)CAUSING WATER TO INFILTRATE VAULT & FLOODING ADJOINING COMMERCIAL SPACE.REMEDY:MAINTAIN SIDEWALK ACCESS DOORS TO PERMI,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAIL TO SAFEGUARD ALL PERSONS/PROP AFFECTED BY CONST OPERATIONS.NOTED:BRANCH PIPE FR WATER MAIN TO CONST LOT WAS DAMAGED DURING CONST OPS CAUSING ENTIRE SITE TO BE FLOODED.ENTIRE CELLARS FLOODED @249,257 & 259.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE MAINTAIN BUILDING: DEFECT NOTED WATER TANK ON ROOF LEAKING AT THREE PLAVES AND ROTTED FLOODING ROOF. REMEDY: REPAIR AND OR REPLACE WATER TANK FORTH WITH.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE OTMAITNAIN NOTE AT FRONT OF HOUSE GUTTER HAS BEEN REMOVED CAUSING FLOODING TO NIGHBORS PROEPRTY ALSO PORCH IS PITCHED TOWARDS NEIGHBORS SIDE CAUSING FLOODING REMEDY MAINTAIN PROEPRTY INSTALL GUTTER CHAN,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE RO MAITAIN PLUMBING AND OR APPURTENANCES, HAZARDOUS. STORM    DRAINS IN COMMUNITY RIVEWAY COVERED BY CONCRETE AND ASPHALT CREATING AFLOODING CONDITION IN NEIGHBORS PROPERTY. MAINTAIN PLUMBING AND OR APP",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO ADEQUATE DRAIN, GRADE AND PROTECT SITE AFTER DEMO: NOTE: -VACANT LOT NOW FLOODED, AFTER DEMO NO DRAINAGE, NO GRADING. REMEDY: GRADE AND DRAIN LOT.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO ADEQUATELY DRAIN GRADE & PROTECT SITE AFTER DEMO.NOTE:1)FENCE AT PERIMETER OF EXCAVATION IS IN DISREPAIR.2)EXCAVATION NOW FLOODED W/ STANDING WATER(NO SIGN OF RECENT ACTIVITY).REMEDY:DRAIN GRADE,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO ADEQUATELY DRAIN JOBSITE.NOTE:STEEL FRAME NECK ERECTED TO 3STORIES,NO ACTIVITY AT SITE WHICH IS FLOODED W/APPROX 2FT OF WATER.PHOTO.REMEDY:DRAIN & MAINTAIN",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO ADEQUATELY DRAIN OR OTHERWISE PROTECT SITE.NOTE:NEW FOUNDATION & 2 STORIES OF NEW STEELWORK SITE IS FLOODED W/NO ACTIVITY.PHOTO.REMEDY:DRAIN & PROTECT SITE.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO ADEQUATELY GRADE, DRAIN OR OTHERWISE PROTECT SITE AFTER DEMOLITION DEFECTS NOTED:(1) SITE NOT ADEQUATELY GRADE TO FINISH WITH LARGE POOL OF WATER FLOODED THE SITE WITH AN IRREGULAR SHAPE. APPROX. COM",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO ADEQUATELY GRADE DRAIN OR OTHERWISE PROTECT SITE AFTER DEMOLITION.NOTE:AFTER DEMO DONE HOLE APROX 12' X 12' X 15' DEEP WHICH IS FLOODED & W/O FILL OR PROTECTION REMAINS AT CENTER OF SITE.REMEDY:GRADE,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE  TO ADEQUATELY GRADE DRAIN OR OTHERWISE PROTECT SITE AFTER DEMOLITION.NOTE:AT LOT W/ INADEQUATE FENCING,PARTIALLY DEMOLISHED FOUNDATION(APPROX-9'DEEP) & OPEN EXCAVATIONS IS FLOODED.(WITH NO PUMPING/ NO",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO ADEQUATELY GRADE DRAIN OR OTHER WISE PROTECT SIZE AFTER DEMOLITION NOTED: NEW FOUNDATION SITE IS FLOODED STANDING WATER THROUGHO TU FOUNDATION REMEDY: REMOVE WATER,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO ADEQUATELY GRADE, DRAIN, OR PROTECT SITE AFTER DEMOLITION. UPON INSPECTION, BLDG #157 EAST 23RD ST. WHICH SITS ON PROPERTY LINE  OF 310-314 3RD AVE. BASEMENT OF 151 E 23RD WAS FLOODED WITH WATER. I",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO ADEQUATELY- GRADE DRAIN & PROTECT SITE AFTER DEMOLITION. NOTE: EXCAVATION DEMO & NEW FOUNDATION-SITE NOW FLOODED, NO SIGN OF RECENT ACTIVITY-STANDING WATER THROUGHOUT NEW FOUNDATION. REMEDY: GRADE,",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO AMINTAIN PLUMBING AND OR APPURTENANCES NON HAZARDOUSE REAR LEADER LINE BROKEN CAUSING DAMAGE TO REA OF BUILDEN TO FLOODING OF YARD REMEDY- MAINTAIN PLUMBING AND OR APPURTENANCES.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO BLDG EXTERIOR DEFECTS ARE FLOOD LIGHTS AT ENTRY TO T1 & T4 ARE DAMAGE ELECTRICAL WIRES EXPOSED REMEDY REPLACE LIGHTS,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO CARRY OUT DEMOLITION OPERATION IN A SAFE AND PROPER MANNER: NOTED AT 1233 AVENUE T 2ND FLOOR BEDROOMS CEILING AND WALLS CRAKED KITCHEN ROOF WAS DAMAGE( SANK) AND BASEMENT FLOODED DUE TO INADEQUATE PR,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY WITH REQUIREMENT PLUMBING CODE FOR DISCHARGING WATERNOTED:A PIPE ON SIDE OF THE HOUSE EXTENDED OUT OF THE BSMT RELEASING  WASTS & FLOODING YARD & SIDEWALK.REMEDY:COMPLY FOR PLUMBING CODE & SYS,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY WITH RESTICTION IN FLOOD HAZARD AREAS NOTED FLOOD VENT SEALED FROM INTERIOR WITH PLY WOOD & ELETRICAL OUTLETS INSTALLED REMEDY:CONFORM TO FLOOD HAZARD RESTICTIONS,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/ LAW FOR DRAINAGE SYSTEM PER PC 702.; 27-911. NOTED: DRAINAGE WATER FROM EAST SIDE ROOD LADER DRAINING IN DRIVEWAY OF HOUSE #150 CAUSING FLOODING DURING RAIN. WATER OVER TOPING RETAINING WAL,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/THE COMMISSIONER CONTAINED IN SUMMONS#35312689J & 35290712Y ISSUED ON 9-11-17 & TO FILE A C OF C PURSUANT TO 28-204.4;28-201.1 & 1RCNY 102.01. SUMMONS#35290712Y CITIES WWP FOR FLOOD LIGHTS,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/ THE COMMISSIONER'S ORDER CONTAINED IN SUMMONS/VIOLATION# 35163379H ISSUED ON 10/3/17 & TO FILE A C OF C PURSUANT TO 28-201.1 & 1RCNY 102-01. CELLAR IS FLOODED W/ WATER & THINGS CRAWLING ARO,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/THE COMM'S ORDER CONTAINED IN SUMMONS#35312690R & 35290711M & TO FILE A C OF C PURSUANT TO 28-204.1;28-201.1 & 1RCNY 102-01. SUMMONS#35290711M CITIES WWP FOR FLOOD LIGHTS PANELS & BRANCH WIR,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/THE COMM'S ORDER CONTAINED IN SUMMONS/VIO#35360167Z ISSUED ON 09-27-18 & TO FILE A C OF C PURSUANT TO 28-201.1 & 1RCNY 102-01. FOR FLOODED SEWER WASTE BACK-UP IN THE CELLAR. REMEDY: COMPLY W,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO COMPLY W/THE COMM'S ORDER CONTAINED IN SUMMONS/VIO#35360167Z ISSUED ON 09-27-18 & TO FILE A C OF C PURSUANT TO 28-201.1 & 1RCNY 102-01. @ THE TIME OF INSPECTION THE CELLAR BASEMENT IS FLOODED W/SEWAG,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO DO ADQUATE HOUSEKEEPING IN THAT A HEAVY ACCUMULATION OF    CONSTRUCTION DEBRIS AT EAST SIDE OF SITE IS CAUSING FLOODING TO       ADJACENT BLDGS.CELLAR.REMEDY: REMOVE ALL DEBRIS FORTHWITH.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO DRAIN SITE AFTER DEMOLITION: NOTE: DEMO/EXCAVATION & NEW FOUNDATION WORK DONE- SITE NOW FLOODED W/ STANDING WATER THROUGHOUT. REMDY: DRAIN SITE.,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
"FAILURE TO DRAIN SITE AFTER DEMO.NOTE:DEMO & NEW FOUNDATION AT ABONDONED JOBSITE.FOUNDATIONS NOW FLOODED & FULL OF WATER.REMEDY:DRAIN SITE,GRADE LEVEL & CLEAN.",1,2024-12-30 13:28:37,violation_description,6bgk-3dad
FAILURE TO DRAIN WATER FROM GIVE DURING EXCAVATION NOTED AN ENTIRE EXCAVATED SITE AT FOUNDATION LEVEL FLOODED WITH WATER UP TO AN APPROX HEIGHT PF 2 CREATING A HAZARDOUS CONDITION NOTE:CONSTRUCTION DEBRIS PLYWO,1,2024-12-30 13:28:37,violation_description,6bgk-3dad
